trip_id,phase,start_s,end_s,start_lon_deg,start_lat_deg,start_altitude_m,end_lon_deg,end_lat_deg,end_altitude_m,payload_kg,interpolation
T001,准备装载,0.0,330.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T001,爬升,330.0,409.4659464518229,109.2308517,23.0085095,127.7,109.2308517,23.0085095,366.09783935546875,14.0,linear_in_lon_lat_altitude
T001,巡航,409.4659464518229,674.9832946529609,109.2308517,23.0085095,366.09783935546875,109.1997836,23.007714,366.09783935546875,14.0,linear_in_lon_lat_altitude
T001,下降,674.9832946529609,695.5024303951484,109.1997836,23.007714,366.09783935546875,109.1997836,23.007714,314.8,14.0,linear_in_lon_lat_altitude
T001,交接,695.5024303951484,875.5024303951484,109.1997836,23.007714,314.8,109.1997836,23.007714,314.8,14.0,linear_in_lon_lat_altitude
T001,爬升,875.5024303951484,892.6017101803046,109.1997836,23.007714,314.8,109.1997836,23.007714,366.09783935546875,0.0,linear_in_lon_lat_altitude
T001,巡航,892.6017101803046,1158.1190583814425,109.1997836,23.007714,366.09783935546875,109.2308517,23.0085095,366.09783935546875,0.0,linear_in_lon_lat_altitude
T001,下降,1158.1190583814425,1253.4781941236301,109.2308517,23.0085095,366.09783935546875,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T002,准备装载,0.0,330.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T002,爬升,330.0,432.6455118815104,109.2308517,23.0085095,127.7,109.2308517,23.0085095,435.63653564453125,14.0,linear_in_lon_lat_altitude
T002,巡航,432.6455118815104,831.3534161851462,109.2308517,23.0085095,435.63653564453125,109.2760168,23.0194009,435.63653564453125,14.0,linear_in_lon_lat_altitude
T002,下降,831.3534161851462,864.9680304429587,109.2760168,23.0194009,435.63653564453125,109.2760168,23.0194009,351.6,14.0,linear_in_lon_lat_altitude
T002,交接,864.9680304429587,1044.9680304429587,109.2760168,23.0194009,351.6,109.2760168,23.0194009,351.6,14.0,linear_in_lon_lat_altitude
T002,爬升,1044.9680304429587,1072.980208991136,109.2760168,23.0194009,351.6,109.2760168,23.0194009,435.63653564453125,0.0,linear_in_lon_lat_altitude
T002,巡航,1072.980208991136,1471.6881132947717,109.2760168,23.0194009,435.63653564453125,109.2308517,23.0085095,435.63653564453125,0.0,linear_in_lon_lat_altitude
T002,下降,1471.6881132947717,1594.8627275525841,109.2308517,23.0085095,435.63653564453125,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T003,准备装载,0.0,330.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T003,爬升,330.0,420.4939412434896,109.2308517,23.0085095,127.7,109.2308517,23.0085095,399.18182373046875,14.0,linear_in_lon_lat_altitude
T003,巡航,420.4939412434896,824.5974726793655,109.2308517,23.0085095,399.18182373046875,109.2713839,23.0310882,399.18182373046875,14.0,linear_in_lon_lat_altitude
T003,下降,824.5974726793655,843.5902021715531,109.2713839,23.0310882,399.18182373046875,109.2713839,23.0310882,351.7,14.0,linear_in_lon_lat_altitude
T003,交接,843.5902021715531,1023.5902021715531,109.2713839,23.0310882,351.7,109.2713839,23.0310882,351.7,14.0,linear_in_lon_lat_altitude
T003,爬升,1023.5902021715531,1039.417476748376,109.2713839,23.0310882,351.7,109.2713839,23.0310882,399.18182373046875,0.0,linear_in_lon_lat_altitude
T003,巡航,1039.417476748376,1443.521008184252,109.2713839,23.0310882,399.18182373046875,109.2308517,23.0085095,399.18182373046875,0.0,linear_in_lon_lat_altitude
T003,下降,1443.521008184252,1552.1137376764395,109.2308517,23.0085095,399.18182373046875,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T004,准备装载,0.0,330.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T004,爬升,330.0,420.1797220865885,109.2308517,23.0085095,127.7,109.2308517,23.0085095,398.2391662597656,14.0,linear_in_lon_lat_altitude
T004,巡航,420.1797220865885,1063.0710928463525,109.2308517,23.0085095,398.2391662597656,109.2381714,23.0778414,398.2391662597656,14.0,linear_in_lon_lat_altitude
T004,下降,1063.0710928463525,1131.0467593502588,109.2381714,23.0778414,398.2391662597656,109.2381714,23.0778414,228.3,14.0,linear_in_lon_lat_altitude
T004,交接,1131.0467593502588,1311.0467593502588,109.2381714,23.0778414,228.3,109.2381714,23.0778414,228.3,14.0,linear_in_lon_lat_altitude
T004,爬升,1311.0467593502588,1367.693148103514,109.2381714,23.0778414,228.3,109.2381714,23.0778414,398.2391662597656,0.0,linear_in_lon_lat_altitude
T004,巡航,1367.693148103514,2010.584518863278,109.2381714,23.0778414,398.2391662597656,109.2308517,23.0085095,398.2391662597656,0.0,linear_in_lon_lat_altitude
T004,下降,2010.584518863278,2118.800185367184,109.2308517,23.0085095,398.2391662597656,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T005,准备装载,0.0,330.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,3.0,linear_in_lon_lat_altitude
T005,爬升,330.0,432.6455118815104,109.2308517,23.0085095,127.7,109.2308517,23.0085095,435.63653564453125,3.0,linear_in_lon_lat_altitude
T005,巡航,432.6455118815104,751.6118353244191,109.2308517,23.0085095,435.63653564453125,109.2760168,23.0194009,435.63653564453125,3.0,linear_in_lon_lat_altitude
T005,下降,751.6118353244191,785.2264495822316,109.2760168,23.0194009,435.63653564453125,109.2760168,23.0194009,351.6,3.0,linear_in_lon_lat_altitude
T005,交接,785.2264495822316,965.2264495822316,109.2760168,23.0194009,351.6,109.2760168,23.0194009,351.6,3.0,linear_in_lon_lat_altitude
T005,爬升,965.2264495822316,993.2386281304086,109.2760168,23.0194009,351.6,109.2760168,23.0194009,435.63653564453125,0.0,linear_in_lon_lat_altitude
T005,巡航,993.2386281304086,1312.2049515733174,109.2760168,23.0194009,435.63653564453125,109.2308517,23.0085095,435.63653564453125,0.0,linear_in_lon_lat_altitude
T005,下降,1312.2049515733174,1435.3795658311299,109.2308517,23.0085095,435.63653564453125,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T006,准备装载,0.0,330.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,3.0,linear_in_lon_lat_altitude
T006,爬升,330.0,420.4939412434896,109.2308517,23.0085095,127.7,109.2308517,23.0085095,399.18182373046875,3.0,linear_in_lon_lat_altitude
T006,巡航,420.4939412434896,743.7767663921903,109.2308517,23.0085095,399.18182373046875,109.2713839,23.0310882,399.18182373046875,3.0,linear_in_lon_lat_altitude
T006,下降,743.7767663921903,762.7694958843779,109.2713839,23.0310882,399.18182373046875,109.2713839,23.0310882,351.7,3.0,linear_in_lon_lat_altitude
T006,交接,762.7694958843779,942.7694958843779,109.2713839,23.0310882,351.7,109.2713839,23.0310882,351.7,3.0,linear_in_lon_lat_altitude
T006,爬升,942.7694958843779,958.5967704612008,109.2713839,23.0310882,351.7,109.2713839,23.0310882,399.18182373046875,0.0,linear_in_lon_lat_altitude
T006,巡航,958.5967704612008,1281.8795956099016,109.2713839,23.0310882,399.18182373046875,109.2308517,23.0085095,399.18182373046875,0.0,linear_in_lon_lat_altitude
T006,下降,1281.8795956099016,1390.4723251020891,109.2308517,23.0085095,399.18182373046875,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T007,准备装载,0.0,570.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,70.0,linear_in_lon_lat_altitude
T007,爬升,570.0,628.1426440429688,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219,70.0,linear_in_lon_lat_altitude
T007,巡航,628.1426440429688,831.7412336108687,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219,70.0,linear_in_lon_lat_altitude
T007,下降,831.7412336108687,876.2695386645796,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0,70.0,linear_in_lon_lat_altitude
T007,交接,876.2695386645796,1380.2695386645796,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0,70.0,linear_in_lon_lat_altitude
T007,爬升,1380.2695386645796,1415.8921827075483,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219,0.0,linear_in_lon_lat_altitude
T007,巡航,1415.8921827075483,1619.4907722754483,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219,0.0,linear_in_lon_lat_altitude
T007,下降,1619.4907722754483,1692.1690773291593,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T008,准备装载,0.0,510.0,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,67.0,linear_in_lon_lat_altitude
T008,爬升,510.0,582.5017016601563,109.2308517,23.0085095,127.7,109.2308517,23.0085095,308.9542541503906,67.0,linear_in_lon_lat_altitude
T008,巡航,582.5017016601563,1076.5890653324352,109.2308517,23.0085095,308.9542541503906,109.2585519,23.0703271,308.9542541503906,67.0,linear_in_lon_lat_altitude
T008,下降,1076.5890653324352,1121.3161924076305,109.2585519,23.0703271,308.9542541503906,109.2585519,23.0703271,219.5,67.0,linear_in_lon_lat_altitude
T008,交接,1121.3161924076305,1553.3161924076305,109.2585519,23.0703271,219.5,109.2585519,23.0703271,219.5,67.0,linear_in_lon_lat_altitude
T008,爬升,1553.3161924076305,1589.0978940677867,109.2585519,23.0703271,219.5,109.2585519,23.0703271,308.9542541503906,0.0,linear_in_lon_lat_altitude
T008,巡航,1589.0978940677867,2083.1852577400655,109.2585519,23.0703271,308.9542541503906,109.2308517,23.0085095,308.9542541503906,0.0,linear_in_lon_lat_altitude
T008,下降,2083.1852577400655,2173.812384815261,109.2308517,23.0085095,308.9542541503906,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T009,准备装载,1253.4781941236301,1583.4781941236301,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,3.0,linear_in_lon_lat_altitude
T009,爬升,1583.4781941236301,1638.6544982414687,109.2308517,23.0085095,127.7,109.2308517,23.0085095,293.2289123535156,3.0,linear_in_lon_lat_altitude
T009,巡航,1638.6544982414687,2114.0832450978887,109.2308517,23.0085095,293.2289123535156,109.2541424,23.0552989,293.2289123535156,3.0,linear_in_lon_lat_altitude
