check,passed,detail
K1df606eb1559dd75/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K1df606eb1559dd75/能耗复算,True,2.720392502747031
K1df606eb1559dd75/时间复算,True,1692.1690773291593
K1df606eb1559dd75/资源兼容,True,U07/C01
K1df606eb1559dd75/开始时刻,True,0.0
K1df606eb1559dd75/返航SOC,True,0.6599509371566211
S001-MED-01/首批时限,True,1380.269538665 <= 3600.0
S001-MED-01/医疗时限,True,1380.269538665 <= 3600.0
S001-MED-02/医疗时限,True,1380.269538665 <= 3600.0
S001-WAT-01/首批时限,True,1380.269538665 <= 3600.0
K13be319b34d80848/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K13be319b34d80848/能耗复算,True,6.280824662604949
K13be319b34d80848/时间复算,True,2173.812384815261
K13be319b34d80848/资源兼容,True,U08/C02
K13be319b34d80848/开始时刻,True,0.0
K13be319b34d80848/返航SOC,True,0.21489691717438142
S002-MED-01/首批时限,True,1553.316192408 <= 3600.0
S002-MED-01/医疗时限,True,1553.316192408 <= 3600.0
S002-WAT-01/首批时限,True,1553.316192408 <= 3600.0
Kf14a02aeeb955d62/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kf14a02aeeb955d62/能耗复算,True,2.597987864912184
Kf14a02aeeb955d62/时间复算,True,1561.5538679616648
Kf14a02aeeb955d62/资源兼容,True,U07/C03
Kf14a02aeeb955d62/开始时刻,True,1692.1690773291593
Kf14a02aeeb955d62/返航SOC,True,0.675251516885977
S006-MED-01/首批时限,True,2901.591011310 <= 3600.0
S006-MED-01/医疗时限,True,2901.591011310 <= 3600.0
S006-WAT-01/首批时限,True,2901.591011310 <= 3600.0
K1aeec21ec30ae956/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K1aeec21ec30ae956/能耗复算,True,6.368743384065366
K1aeec21ec30ae956/时间复算,True,2759.5924183923166
K1aeec21ec30ae956/资源兼容,True,U08/C04
K1aeec21ec30ae956/开始时刻,True,2173.812384815261
K1aeec21ec30ae956/返航SOC,True,0.2039070769918292
S003-MED-01/首批时限,True,4142.819128405 <= 7200.0
S003-MED-01/医疗时限,True,4142.819128405 <= 7200.0
S003-WAT-01/首批时限,True,4142.819128405 <= 7200.0
S007-MED-01/首批时限,True,3539.555613480 <= 3600.0
S007-MED-01/医疗时限,True,3539.555613480 <= 3600.0
S007-WAT-01/首批时限,True,3539.555613480 <= 3600.0
K387129bb5e6c964b/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K387129bb5e6c964b/能耗复算,True,1.4763134596301828
K387129bb5e6c964b/时间复算,True,1435.3795658311299
K387129bb5e6c964b/资源兼容,True,U05/B01
K387129bb5e6c964b/开始时刻,True,0.0
K387129bb5e6c964b/返航SOC,True,0.6309216350924542
S010-MED-01/首批时限,True,965.226449582 <= 3600.0
S010-MED-01/医疗时限,True,965.226449582 <= 3600.0
Kb665122dc4c06a21/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kb665122dc4c06a21/能耗复算,True,1.4765650936951282
Kb665122dc4c06a21/时间复算,True,1390.4723251020891
Kb665122dc4c06a21/资源兼容,True,U06/B02
Kb665122dc4c06a21/开始时刻,True,0.0
Kb665122dc4c06a21/返航SOC,True,0.630858726576218
S013-MED-01/首批时限,True,942.769495884 <= 3600.0
S013-MED-01/医疗时限,True,942.769495884 <= 3600.0
Kf71e6d8f238b7afc/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kf71e6d8f238b7afc/能耗复算,True,1.9213638848168428
Kf71e6d8f238b7afc/时间复算,True,1594.8627275525841
Kf71e6d8f238b7afc/资源兼容,True,U01/A01
Kf71e6d8f238b7afc/开始时刻,True,0.0
Kf71e6d8f238b7afc/返航SOC,True,0.5730302478184794
S010-WAT-01/首批时限,True,1044.968030443 <= 3600.0
K818373b2b01da0de/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K818373b2b01da0de/能耗复算,True,2.752414298801739
K818373b2b01da0de/时间复算,True,1922.7403507441854
K818373b2b01da0de/资源兼容,True,U06/B03
K818373b2b01da0de/开始时刻,True,1390.4723251020891
K818373b2b01da0de/返航SOC,True,0.3118964252995653
S012-MED-01/首批时限,True,2661.772500474 <= 3600.0
S012-MED-01/医疗时限,True,2661.772500474 <= 7200.0
S012-WAT-01/首批时限,True,2661.772500474 <= 3600.0
Kdfb7d6534c664afa/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kdfb7d6534c664afa/能耗复算,True,1.9244651365064214
Kdfb7d6534c664afa/时间复算,True,1552.1137376764395
Kdfb7d6534c664afa/资源兼容,True,U02/A02
Kdfb7d6534c664afa/开始时刻,True,0.0
Kdfb7d6534c664afa/返航SOC,True,0.5723410807763508
S013-WAT-01/首批时限,True,1023.590202172 <= 3600.0
K3cdbabc671554db6/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K3cdbabc671554db6/能耗复算,True,2.1403884821074026
K3cdbabc671554db6/时间复算,True,1869.7564163815439
K3cdbabc671554db6/资源兼容,True,U05/B04
K3cdbabc671554db6/开始时刻,True,1435.3795658311299
K3cdbabc671554db6/返航SOC,True,0.46490287947314934
S014-MED-01/首批时限,True,2677.814440689 <= 3600.0
S014-MED-01/医疗时限,True,2677.814440689 <= 7200.0
S014-WAT-01/首批时限,True,2677.814440689 <= 3600.0
Kb416b63a32900839/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kb416b63a32900839/能耗复算,True,6.306570627113795
Kb416b63a32900839/时间复算,True,2713.7406336996287
Kb416b63a32900839/资源兼容,True,U07/C01
Kb416b63a32900839/开始时刻,True,3253.722945290824
Kb416b63a32900839/返航SOC,True,0.21167867161077558
S004-MED-01/首批时限,True,5249.905232749 <= 7200.0
S004-MED-01/医疗时限,True,5249.905232749 <= 7200.0
S005-MED-01/首批时限,True,4686.953207554 <= 10800.0
S005-MED-01/医疗时限,True,4686.953207554 <= 10800.0
S005-WAT-01/首批时限,True,4686.953207554 <= 10800.0
Kbe0b914994b33c65/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kbe0b914994b33c65/能耗复算,True,5.8360117114838115
Kbe0b914994b33c65/时间复算,True,2199.7012130854614
Kbe0b914994b33c65/资源兼容,True,U08/C02
Kbe0b914994b33c65/开始时刻,True,4933.404803207577
Kbe0b914994b33c65/返航SOC,True,0.27049853606452356
S008-MED-01/首批时限,True,6431.095409750 <= 7200.0
S008-MED-01/医疗时限,True,6431.095409750 <= 7200.0
S008-WAT-01/首批时限,True,6431.095409750 <= 7200.0
K94079d662c185e91/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K94079d662c185e91/能耗复算,True,2.3209216410466773
K94079d662c185e91/时间复算,True,1908.5894031476528
K94079d662c185e91/资源兼容,True,U03/A03
K94079d662c185e91/开始时刻,True,0.0
K94079d662c185e91/返航SOC,True,0.48423963532296055
S015-MED-01/首批时限,True,1197.734701574 <= 7200.0
S015-MED-01/医疗时限,True,1197.734701574 <= 7200.0
K7bae4759637950ad/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K7bae4759637950ad/能耗复算,True,3.0353555177221425
K7bae4759637950ad/时间复算,True,2118.800185367184
K7bae4759637950ad/资源兼容,True,U04/A04
K7bae4759637950ad/开始时刻,True,0.0
K7bae4759637950ad/返航SOC,True,0.3254765516173017
S004-WAT-01/首批时限,True,1311.046759350 <= 7200.0
K639277b45f754bb7/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K639277b45f754bb7/能耗复算,True,2.124945846282494
K639277b45f754bb7/时间复算,True,1628.6132318313294
K639277b45f754bb7/资源兼容,True,U02/A05
K639277b45f754bb7/开始时刻,True,1552.1137376764395
K639277b45f754bb7/返航SOC,True,0.5277898119372235
S009-MED-01/首批时限,True,2618.010353592 <= 10800.0
S009-MED-01/医疗时限,True,2618.010353592 <= 10800.0
Kddd0efc2418e7a92/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kddd0efc2418e7a92/能耗复算,True,1.083525178551533
Kddd0efc2418e7a92/时间复算,True,1162.0229466578785
Kddd0efc2418e7a92/资源兼容,True,U01/A06
Kddd0efc2418e7a92/开始时刻,True,1594.8627275525841
Kddd0efc2418e7a92/返航SOC,True,0.7592166269885482
S011-MED-01/首批时限,True,2428.060867548 <= 10800.0
S011-MED-01/医疗时限,True,2428.060867548 <= 10800.0
K6d28f87bf4a9adf4/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K6d28f87bf4a9adf4/能耗复算,True,2.2171714488633962
K6d28f87bf4a9adf4/时间复算,True,1628.6132318313294
K6d28f87bf4a9adf4/资源兼容,True,U03/A02
K6d28f87bf4a9adf4/开始时刻,True,2278.0703326671837
K6d28f87bf4a9adf4/返航SOC,True,0.507295233585912
S009-WAT-01/首批时限,True,3343.966948583 <= 10800.0
Kd38bf7ab5ed430fa/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kd38bf7ab5ed430fa/能耗复算,True,1.1325068400047704
Kd38bf7ab5ed430fa/时间复算,True,1162.0229466578785
Kd38bf7ab5ed430fa/资源兼容,True,U04/A01
Kd38bf7ab5ed430fa/开始时刻,True,2319.923405388561
Kd38bf7ab5ed430fa/返航SOC,True,0.7483318133322732
S011-WAT-01/首批时限,True,3153.121545384 <= 10800.0
Ke9b2509a47f96fc5/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Ke9b2509a47f96fc5/能耗复算,True,2.429295287703197
Ke9b2509a47f96fc5/时间复算,True,1908.5894031476528
Ke9b2509a47f96fc5/资源兼容,True,U01/A03
Ke9b2509a47f96fc5/开始时刻,True,2756.8856742104626
Ke9b2509a47f96fc5/返航SOC,True,0.46015660273262293
S015-WAT-01/首批时限,True,3954.620375784 <= 10800.0
Kf60ae6dae18a6492/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kf60ae6dae18a6492/能耗复算,True,1.2195257371607946
Kf60ae6dae18a6492/时间复算,True,1190.8995020773023
Kf60ae6dae18a6492/资源兼容,True,U02/A04
Kf60ae6dae18a6492/开始时刻,True,3180.726969507769
Kf60ae6dae18a6492/返航SOC,True,0.7289942806309345
Kba60d47b6c53cc67/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kba60d47b6c53cc67/能耗复算,True,1.0069748039987942
Kba60d47b6c53cc67/时间复算,True,1089.100207293352
Kba60d47b6c53cc67/资源兼容,True,U05/B02
Kba60d47b6c53cc67/开始时刻,True,3305.1359822126738
Kba60d47b6c53cc67/返航SOC,True,0.7482562990003014
K2427fa81633eda7c/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K2427fa81633eda7c/能耗复算,True,1.0069748039987942
K2427fa81633eda7c/时间复算,True,1089.100207293352
K2427fa81633eda7c/资源兼容,True,U06/B01
K2427fa81633eda7c/开始时刻,True,3313.2126758462746
K2427fa81633eda7c/返航SOC,True,0.7482562990003014
K4624f43d396c3163/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K4624f43d396c3163/能耗复算,True,1.2195257371607946
K4624f43d396c3163/时间复算,True,1190.8995020773023
K4624f43d396c3163/资源兼容,True,U04/A06
K4624f43d396c3163/开始时刻,True,3481.9463520464396
K4624f43d396c3163/返航SOC,True,0.7289942806309345
Kbd7c6dc81386deee/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kbd7c6dc81386deee/能耗复算,True,1.2195257371607946
Kbd7c6dc81386deee/时间复算,True,1190.8995020773023
Kbd7c6dc81386deee/资源兼容,True,U03/A05
Kbd7c6dc81386deee/开始时刻,True,3964.600213989378
Kbd7c6dc81386deee/返航SOC,True,0.7289942806309345
K52efb09e27c88528/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K52efb09e27c88528/能耗复算,True,1.2195257371607946
K52efb09e27c88528/时间复算,True,1190.8995020773023
K52efb09e27c88528/资源兼容,True,U02/A01
K52efb09e27c88528/开始时刻,True,4371.626471585071
K52efb09e27c88528/返航SOC,True,0.7289942806309345
Ke6e462b84bb61ba0/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Ke6e462b84bb61ba0/能耗复算,True,2.3612623728015567
Ke6e462b84bb61ba0/时间复算,True,1696.6943000984638
Ke6e462b84bb61ba0/资源兼容,True,U05/B04
Ke6e462b84bb61ba0/开始时刻,True,4569.3043244592145
Ke6e462b84bb61ba0/返航SOC,True,0.4096844067996108
Kcd94211c7199b196/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kcd94211c7199b196/能耗复算,True,1.8725482434819618
Kcd94211c7199b196/时间复算,True,1667.4240845409602
Kcd94211c7199b196/资源兼容,True,U01/A02
Kcd94211c7199b196/开始时刻,True,4717.199760836827
Kcd94211c7199b196/返航SOC,True,0.5838781681151196
K95c2f815bbd71c13/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K95c2f815bbd71c13/能耗复算,True,2.424118782124915
K95c2f815bbd71c13/时间复算,True,1960.5233035434708
K95c2f815bbd71c13/资源兼容,True,U06/B03
K95c2f815bbd71c13/开始时刻,True,4842.592205327028
K95c2f815bbd71c13/返航SOC,True,0.39397030446877124
Kb9a5d3127686f58b/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kb9a5d3127686f58b/能耗复算,True,3.0353555177221425
Kb9a5d3127686f58b/时间复算,True,2118.800185367184
Kb9a5d3127686f58b/资源兼容,True,U04/A04
Kb9a5d3127686f58b/开始时刻,True,4893.933906764856
Kb9a5d3127686f58b/返航SOC,True,0.3254765516173017
Kf66a81ce45238bdb/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kf66a81ce45238bdb/能耗复算,True,3.0353555177221425
Kf66a81ce45238bdb/时间复算,True,2118.800185367184
Kf66a81ce45238bdb/资源兼容,True,U03/A06
Kf66a81ce45238bdb/开始时刻,True,5195.153289303526
Kf66a81ce45238bdb/返航SOC,True,0.3254765516173017
K3e24567b2241a105/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K3e24567b2241a105/能耗复算,True,1.8198151879106907
K3e24567b2241a105/时间复算,True,1667.4240845409602
K3e24567b2241a105/资源兼容,True,U02/A03
K3e24567b2241a105/开始时刻,True,5562.525973662374
K3e24567b2241a105/返航SOC,True,0.5955966249087354
K4c8e24d3d6821ea6/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K4c8e24d3d6821ea6/能耗复算,True,3.0828269735868252
K4c8e24d3d6821ea6/时间复算,True,1536.7084110459737
K4c8e24d3d6821ea6/资源兼容,True,U07/C03
K4c8e24d3d6821ea6/开始时刻,True,5967.463578990453
K4c8e24d3d6821ea6/返航SOC,True,0.6146466283016468
K4c2fee1d97a719cf/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K4c2fee1d97a719cf/能耗复算,True,1.515633015365827
K4c2fee1d97a719cf/时间复算,True,1390.4723251020891
